SalePrice,quality_area,OverallQual,GrLivArea,price_diff,GarageCars,area_per_room,TotalBathrooms,Price_per_sqft,renovation_age,rooms_per_area,house_age
256300,12800,8,1600,-59970.62337662338,3,200.0,2.0,160.1875,2,0.004372267332916927,2
134800,4500,5,900,-11047.079999999987,2,150.0,1.0,149.77777777777777,10,0.005549389567147614,59
306000,13632,8,1704,-10270.623376623378,3,213.0,2.0,179.57746478873239,2,0.004105571847507331,3
207500,8000,5,1600,61652.92000000001,1,228.57142857142858,1.0,129.6875,9,0.0037476577139287947,49
68500,2080,4,520,-56334.05172413793,1,104.0,1.0,131.73076923076923,58,0.007677543186180422,81
40000,5268,4,1317,-60123.78378378379,1,188.14285714285714,1.0,30.372057706909644,58,0.004552352048558422,88
149350,6140,5,1228,12556.864864864852,1,175.42857142857142,1.5,121.62052117263843,2,0.004882017900732303,42
179900,9872,8,1234,-18065.773333333345,2,154.25,2.0,145.78606158833063,1,0.005668016194331984,1
165500,8500,5,1700,19652.920000000013,2,242.85714285714286,1.5,97.3529411764706,51,0.003527336860670194,51
277500,14049,9,1561,-38770.62337662338,2,223.0,2.0,177.7706598334401,2,0.0038412291933418692,2
309000,19616,8,2452,-7270.623376623378,3,245.2,3.5,126.01957585644372,1,0.0036689767631471666,2
145000,5485,5,1097,-52965.773333333345,2,156.71428571428572,1.5,132.17866909753874,14,0.00546448087431694,15
153000,6485,5,1297,7152.920000000013,2,216.16666666666666,1.0,117.96453353893601,19,0.003852080123266564,55
109000,5285,5,1057,-36847.07999999999,1,176.16666666666666,1.0,103.12204351939451,3,0.004725897920604915,57
82000,4608,4,1152,-45318.571428571435,0,164.57142857142858,2.0,71.18055555555556,53,0.005203816131830009,53
160000,7944,6,1324,14152.920000000013,2,189.14285714285714,2.0,120.84592145015105,41,0.004528301886792453,41
170000,6640,5,1328,-72247.44736842104,1,221.33333333333334,1.5,128.0120481927711,48,0.003762227238525207,48
144000,4420,5,884,-42555.79661016949,2,147.33333333333334,1.0,162.89592760180994,24,0.005649717514124294,24
130250,4690,5,938,-67715.77333333335,1,156.33333333333334,1.0,138.8592750533049,28,0.005324813631522897,33
141000,5750,5,1150,-4847.079999999987,1,164.28571428571428,1.0,122.6086956521739,47,0.005212858384013901,47
319900,15768,9,1752,3629.376623376622,2,250.28571428571428,2.0,182.59132420091325,5,0.0034227039361095267,5
239686,15043,7,2149,83415.87755102041,2,307.0,1.5,111.53373662168451,6,0.0027906976744186047,6
249700,13248,8,1656,24320.16279069768,3,207.0,2.0,150.78502415458937,1,0.004224502112251056,1
113000,5808,4,1452,-15225.300884955752,0,161.33333333333334,2.0,77.8236914600551,1,0.0055058499655884375,89
127000,4775,5,955,-9793.135135135148,1,136.42857142857142,1.0,132.98429319371726,41,0.006276150627615063,41
177000,8820,6,1470,-15854.506329113938,2,210.0,2.0,120.40816326530613,10,0.004078857919782461,10
114500,7056,6,1176,-10334.051724137928,2,168.0,1.0,97.3639455782313,56,0.005097706032285472,72
110000,4080,5,816,9876.216216216213,2,136.0,1.0,134.80392156862746,47,0.006119951040391677,47
385000,16578,9,1842,146227.27272727274,3,307.0,0.5,209.01194353963083,19,0.0027129679869777536,25
130000,6800,5,1360,-15847.079999999987,2,194.28571428571428,1.0,95.58823529411765,52,0.00440852314474651,52
180500,8550,6,1425,34652.92000000001,2,178.125,2.0,126.66666666666667,44,0.004908835904628331,44
172500,13912,8,1739,-52879.83720930232,2,217.375,2.5,99.19493962047153,9,0.004022988505747126,10
196500,12040,7,1720,-1465.7733333333454,2,215.0,2.5,114.24418604651163,2,0.004067402672864613,2
438780,29450,10,2945,128281.0,3,267.72727272727275,3.5,148.99151103565364,0,0.0033944331296673455,0
124900,3900,5,780,-73065.77333333335,1,156.0,1.0,160.12820512820514,36,0.005121638924455826,36
158000,6948,6,1158,-28555.79661016949,2,193.0,1.5,136.44214162348877,2,0.004314063848144953,2
101000,5555,5,1111,876.2162162162131,1,158.71428571428572,1.0,90.9090909090909,11,0.00539568345323741,87
202500,10960,8,1370,-113770.62337662338,2,195.71428571428572,2.0,147.8102189781022,1,0.00437636761487965,1
140000,11970,7,1710,11774.699115044248,2,171.0,2.0,81.87134502923976,60,0.005260081823495032,89
219500,14238,7,2034,21534.226666666655,2,226.0,2.5,107.91543756145526,11,0.003931203931203931,12
317000,19784,8,2473,729.3766233766219,3,247.3,2.5,128.1843914274161,2,0.003637833468067906,3
180000,15449,7,2207,34152.92000000001,2,275.875,2.0,81.55867693701857,21,0.003170289855072464,40
226000,10353,7,1479,28034.226666666655,2,184.875,2.0,152.80594996619337,4,0.00472972972972973,4
80000,2988,4,747,-48225.30088495575,1,149.4,1.0,107.095046854083,60,0.0053475935828877,65
225000,16009,7,2287,12434.57142857142,2,285.875,2.0,98.38216003498033,53,0.0030594405594405595,53
244000,15561,7,2223,98152.92000000001,2,247.0,2.0,109.76158344579397,34,0.0035971223021582736,34
129500,3380,4,845,-26770.122448979586,2,169.0,1.0,153.25443786982248,1,0.004728132387706856,25
185000,12026,7,1718,-7854.506329113938,2,214.75,2.5,107.68335273573923,11,0.004072134962187318,11
144900,5430,5,1086,-947.0799999999872,2,155.14285714285714,1.0,133.4254143646409,7,0.005519779208831647,56
107400,4815,3,1605,-20825.300884955752,1,178.33333333333334,2.0,66.91588785046729,60,0.0049813200498132005,95
91000,3952,4,988,-7576.470588235301,1,164.66666666666666,1.0,92.10526315789474,36,0.005055611729019211,36
135750,3808,4,952,-10097.079999999987,1,190.4,1.0,142.59453781512605,52,0.004197271773347324,52
127000,6425,5,1285,2165.9482758620725,1,183.57142857142858,1.0,98.83268482490273,7,0.004665629860031105,60
136500,7072,4,1768,-293.1351351351477,0,196.44444444444446,2.0,77.20588235294117,42,0.0045223289994347085,42
110000,6150,5,1230,-18225.300884955752,2,205.0,1.5,89.4308943089431,28,0.004061738424045491,99
193500,12852,6,2142,47652.92000000001,1,238.0,2.5,90.33613445378151,41,0.003733084461035931,41
153500,8022,6,1337,-2770.122448979586,2,222.83333333333334,2.0,114.80927449513837,8,0.0037369207772795215,8
245000,12504,8,1563,19620.16279069768,3,223.28571428571428,2.0,156.7498400511836,1,0.0038363171355498722,1
126500,5325,5,1065,-19347.079999999987,2,152.14285714285714,1.5,118.77934272300469,47,0.005628517823639775,47
168500,10318,7,1474,-24354.506329113938,2,184.25,2.5,114.31478968792402,13,0.0047457627118644066,14
260000,19336,8,2417,-54028.41025641025,2,241.7,2.5,107.57136946628052,14,0.0037220843672456576,15
174000,9360,6,1560,-18854.506329113938,2,222.85714285714286,2.5,111.53846153846153,4,0.003843689942344651,4
164500,7344,6,1224,-60879.83720930232,2,244.8,2.5,134.3954248366013,0,0.0032653061224489797,0
85000,4578,3,1526,-15123.783783783787,0,218.0,1.0,55.70117955439056,27,0.003929273084479371,94
123600,3960,4,990,-74365.77333333335,0,165.0,1.0,124.84848484848484,12,0.005045408678102927,13
109900,4160,4,1040,-35947.07999999999,2,208.0,1.0,105.67307692307692,56,0.0038424591738712775,56
98600,6175,5,1235,-47247.07999999999,2,176.42857142857142,1.0,79.83805668016194,45,0.0048543689320388345,45
163500,4820,5,964,-47124.725490196084,2,160.66666666666666,1.0,169.6058091286307,3,0.0051813471502590676,88
133900,13746,6,2291,5674.699115044248,2,229.1,2.0,58.44609340899171,9,0.003926701570680628,97
204750,10716,6,1786,6784.226666666655,2,223.25,2.5,114.64165733482643,10,0.00391717963066592,10
185000,8820,6,1470,-7854.506329113938,2,210.0,2.5,125.85034013605443,16,0.004078857919782461,16
214000,11116,7,1588,16034.226666666655,2,226.85714285714286,2.0,134.76070528967256,7,0.003775959723096287,7
94750,3840,4,960,-32568.571428571435,1,137.14285714285714,1.0,98.69791666666667,42,0.006243496357960458,42
83000,4175,5,835,-44318.571428571435,1,139.16666666666666,1.0,99.40119760479043,60,0.005980861244019139,90
128950,4900,4,1225,-16897.079999999987,0,175.0,1.5,105.26530612244898,51,0.004893964110929853,51
205000,9660,6,1610,15949.931506849302,2,230.0,2.0,127.32919254658385,9,0.0037243947858473,33
178000,10392,6,1732,-8555.796610169491,2,216.5,2.5,102.77136258660508,25,0.004039238315060588,25
118964,7675,5,1535,-67591.79661016949,2,170.55555555555554,2.0,77.50097719869707,30,0.005208333333333333,30
198900,8582,7,1226,934.2266666666546,3,175.14285714285714,2.0,162.23491027732464,1,0.004889975550122249,1
169500,12726,7,1818,69376.21621621621,1,227.25,1.5,93.23432343234323,57,0.0038482682792743265,76
250000,15936,8,1992,24620.16279069768,2,199.2,2.5,125.50200803212851,4,0.004515805318615153,5
100000,4188,4,1047,-28225.300884955752,1,149.57142857142858,1.0,95.51098376313276,12,0.0057251908396946565,122
115000,3945,5,789,-13225.300884955752,1,131.5,1.0,145.75411913814955,58,0.006329113924050633,60
115000,7585,5,1517,14876.216216216213,0,189.625,2.0,75.80751483190508,2,0.00461133069828722,88
190000,11064,6,1844,949.9315068493015,2,230.5,2.0,103.03687635574838,33,0.003794037940379404,33
136900,11130,6,1855,9581.428571428565,1,231.875,2.0,73.80053908355795,34,0.003771551724137931,52
180000,10010,7,1430,-12854.506329113938,2,178.75,2.5,125.87412587412588,10,0.004891684136967156,10
383970,18872,7,2696,186004.22666666665,3,245.0909090909091,2.5,142.4221068249258,0,0.0037078235076010383,0
217000,13554,6,2259,6375.274509803916,2,282.375,2.0,96.06020362992474,54,0.003097345132743363,54
259500,13920,6,2320,48875.274509803916,1,232.0,2.5,111.85344827586206,5,0.003877638948728996,62
176000,8748,6,1458,-49379.83720930232,2,243.0,2.5,120.71330589849109,8,0.003427004797806717,8
139000,5460,5,1092,2206.8648648648523,1,156.0,1.0,127.28937728937728,47,0.0054894784995425435,47
155000,5625,5,1125,27681.428571428565,2,187.5,1.5,137.77777777777777,0,0.004440497335701598,1
320000,22554,7,3222,133444.2033898305,3,268.5,3.0,99.31719428926132,20,0.0034129692832764505,20
163990,8736,6,1456,-33975.773333333345,2,161.77777777777777,2.5,112.63049450549451,0,0.00549073438572409,1
180000,5928,6,988,-32565.42857142858,2,197.6,1.0,182.18623481781376,37,0.004044489383215369,37
100000,4492,4,1123,-123.78378378378693,1,224.6,1.0,89.04719501335708,57,0.0035587188612099642,68
136000,6480,6,1080,-9847.079999999987,1,180.0,1.0,125.92592592592592,50,0.004625346901017576,50
153900,7194,6,1199,-32655.79661016949,2,199.83333333333334,2.0,128.35696413678065,15,0.004166666666666667,15
181000,9516,6,1586,-8050.0684931506985,2,198.25,2.0,114.12358133669609,11,0.004410838059231254,30
84500,4524,6,754,-15623.783783783787,0,125.66666666666667,1.0,112.06896551724138,24,0.006622516556291391,71
128000,5748,6,958,-14694.444444444438,2,159.66666666666666,2.0,133.61169102296452,31,0.005213764337851929,31
87000,4200,5,840,-41225.30088495575,0,140.0,1.0,103.57142857142857,57,0.005945303210463734,77
155000,8088,6,1348,9152.920000000013,2,192.57142857142858,1.5,114.98516320474778,40,0.004447739065974796,40
150000,5265,5,1053,4152.920000000013,2,150.42857142857142,1.5,142.45014245014244,15,0.0056925996204933585,48
226000,15099,7,2157,80152.92000000001,2,239.66666666666666,2.5,104.77515067222996,40,0.0037071362372567192,40
244000,12324,6,2054,51145.49367088606,2,256.75,2.5,118.79259980525804,9,0.0034063260340632603,9
150750,6635,5,1327,4902.920000000013,2,165.875,1.0,113.60211002260739,5,0.005271084337349397,48
220000,10368,8,1296,-22247.44736842104,2,185.14285714285714,2.0,169.7530864197531,7,0.004626060138781804,8
180000,8605,5,1721,43206.86486486485,2,215.125,2.5,104.59035444509006,13,0.0040650406504065045,38
174000,11774,7,1682,-15050.068493150698,2,210.25,2.0,103.44827586206897,38,0.0041592394533571005,38
143000,6070,5,1214,-2847.079999999987,1,202.33333333333334,2.0,117.79242174629324,40,0.00411522633744856,40
171000,13713,7,1959,14729.877551020414,3,195.9,3.0,87.28943338437979,17,0.004591836734693878,18
230000,14816,8,1852,32034.226666666655,3,231.5,2.5,124.19006479481641,8,0.0037776578521316784,9
231500,10584,6,1764,33534.226666666655,2,220.5,2.5,131.2358276643991,12,0.00396600566572238,12
115000,3456,4,864,-30847.079999999987,0,144.0,1.0,133.10185185185185,39,0.005780346820809248,39
260000,12138,7,1734,62034.226666666655,2,216.75,2.0,149.94232987312571,1,0.004034582132564841,1
166000,6925,5,1385,20152.920000000013,2,197.85714285714286,2.0,119.85559566787003,58,0.004329004329004329,58
204000,10507,7,1501,6034.226666666655,2,214.42857142857142,2.0,135.90939373750834,10,0.0039946737683089215,10
125000,8640,5,1728,-11793.135135135148,2,157.0909090909091,2.0,72.33796296296296,43,0.00578368999421631,43
130000,10254,6,1709,2681.428571428565,2,213.625,2.0,76.06787595084845,0,0.004093567251461989,2
105000,4375,5,875,-19834.051724137928,1,145.83333333333334,1.0,120.0,16,0.005707762557077625,78
222500,14245,7,2035,29645.493670886062,2,226.11111111111111,2.5,109.33660933660934,9,0.003929273084479371,9
141000,7560,7,1080,-45555.79661016949,0,154.28571428571428,1.0,130.55555555555554,3,0.005550416281221091,4
115000,6720,5,1344,-9834.051724137928,1,168.0,1.0,85.56547619047619,56,0.0052044609665427505,70
122000,4845,5,969,-75965.77333333335,2,161.5,1.5,125.90299277605779,32,0.005154639175257732,32
372402,13680,8,1710,56131.37662337662,3,244.28571428571428,2.0,217.77894736842106,0,0.0035067212156633548,1
190000,11958,6,1993,949.9315068493015,2,221.44444444444446,2.5,95.33366783743101,35,0.004012036108324975,35
235000,7512,6,1252,22434.57142857142,2,250.4,1.0,187.6996805111821,33,0.0031923383878691143,48
125000,7200,6,1200,-3225.300884955752,1,150.0,1.0,104.16666666666667,56,0.005828476269775187,83
79000,6576,6,1096,-48318.571428571435,0,182.66666666666666,1.0,72.08029197080292,58,0.004557885141294439,84
109500,5200,5,1040,-36347.07999999999,2,173.33333333333334,1.0,105.28846153846153,56,0.004803073967339097,56
269500,15744,8,1968,27252.55263157896,3,218.66666666666666,2.5,136.9410569105691,0,0.004062976130015236,1
254900,13629,7,1947,29520.16279069768,2,216.33333333333334,2.5,130.91936312275294,5,0.004106776180698152,6
320000,17234,7,2462,127145.49367088606,2,246.2,2.5,129.97562956945572,0,0.0036540803897685747,1
162500,7392,6,1232,-76272.72727272726,2,176.0,2.0,131.89935064935065,24,0.004866180048661801,24
412500,24012,9,2668,96229.37662337662,3,242.54545454545453,2.5,154.61019490254873,4,0.003746721618583739,5
220000,10787,7,1541,-96270.62337662338,2,192.625,2.0,142.76443867618428,5,0.004539559014267186,5
103200,3528,4,882,-25025.300884955752,0,176.4,1.0,117.00680272108843,51,0.004530011325028313,51
152000,9696,6,1616,23774.699115044248,1,269.3333333333333,2.0,94.05940594059406,3,0.0030921459492888066,81
127500,6775,5,1355,181.4285714285652,0,193.57142857142858,2.0,94.09594095940959,9,0.004424778761061947,68
190000,9335,5,1867,-22565.42857142858,1,233.375,1.0,101.76754151044456,16,0.003747323340471092,54
325624,17288,8,2161,9353.376623376622,3,240.11111111111111,1.5,150.68209162424805,0,0.0037002775208140612,0
183500,12040,7,1720,-9354.506329113938,2,215.0,2.5,106.68604651162791,3,0.004067402672864613,3
228000,13656,8,1707,-14247.447368421039,2,243.85714285714286,2.5,133.5676625659051,25,0.00351288056206089,25
128500,6910,5,1382,274.6991150442482,2,172.75,1.5,92.98118668596237,57,0.005061460592913955,66
215000,9936,6,1656,69152.92000000001,2,207.0,1.0,129.83091787439614,50,0.004224502112251056,50
239000,12369,7,1767,-71499.0,2,294.5,2.0,135.2574985851726,19,0.002828054298642534,19
163000,8172,6,1362,17152.920000000013,2,194.57142857142858,1.5,119.67694566813509,47,0.004402054292002935,47
184000,9906,6,1651,-58247.44736842104,2,206.375,2.0,111.44760751059964,22,0.00423728813559322,22
243000,12948,6,2158,115681.42857142857,2,269.75,2.0,112.60426320667284,6,0.003242241778601204,57
211000,12360,6,2060,-1565.4285714285797,2,228.88888888888889,2.5,102.42718446601941,18,0.0038816108685104317,19
172500,9600,5,1920,35706.86486486485,2,213.33333333333334,2.0,89.84375,48,0.004164497657470068,48
501837,20106,9,2234,191338.0,3,223.4,2.0,224.636078782453,0,0.004026845637583893,1
100000,4840,5,968,-28225.300884955752,2,161.33333333333334,1.0,103.30578512396694,1,0.005159958720330237,84
177000,9150,6,1525,-48379.83720930232,2,254.16666666666666,2.5,116.06557377049181,7,0.00327653997378768,7
200100,12614,7,1802,-10524.725490196084,1,180.2,1.5,111.04328523862375,56,0.004991680532445923,86
120000,6700,5,1340,-7318.571428571435,1,167.5,1.0,89.55223880597015,1,0.005219985085756898,50
200000,14574,7,2082,71774.69911504425,2,297.42857142857144,2.5,96.06147934678194,5,0.0028804608737397984,5
127000,6260,5,1252,2165.9482758620725,2,208.66666666666666,1.0,101.43769968051119,15,0.0039904229848363925,98
475000,36080,10,3608,346774.69911504426,3,277.53846153846155,2.5,131.6518847006652,13,0.0033250207813798837,114
173000,8519,7,1217,16729.877551020414,2,173.85714285714286,2.0,142.15283483976992,18,0.0049261083743842365,19
135000,8280,5,1656,6774.699115044248,1,184.0,2.5,81.52173913043478,22,0.004828002414001207,93
153337,6120,5,1224,-33218.79661016949,2,174.85714285714286,1.0,125.27532679738562,30,0.004897959183673469,30
286000,12744,8,1593,-24499.0,2,265.5,1.5,179.5354676710609,6,0.003136762860727729,7
315000,21816,8,2727,104375.27450980392,2,247.9090909090909,2.5,115.51155115511551,13,0.0036656891495601175,75
184000,10353,7,1479,38152.92000000001,2,184.875,1.5,124.40838404327248,3,0.00472972972972973,35
192000,10017,7,1431,-5965.773333333345,2,204.42857142857142,2.0,134.17190775681343,10,0.004189944134078212,10
130000,11963,7,1709,2681.428571428565,2,213.625,2.0,76.06787595084845,2,0.004093567251461989,2
127000,4320,5,864,-70965.77333333335,1,144.0,1.0,146.99074074074073,36,0.005780346820809248,36
148500,8736,6,1456,5805.555555555562,2,182.0,2.5,101.99175824175825,33,0.004804392587508579,33
311872,12082,7,1726,86492.16279069768,3,191.77777777777777,2.0,180.69061413673234,0,0.004632310364794441,0
235000,24896,8,3112,89152.92000000001,2,345.77777777777777,2.0,75.51413881748071,16,0.00256986829424992,88
104000,13374,6,2229,-24225.300884955752,0,247.66666666666666,1.0,46.657694033198744,59,0.003587443946188341,97
274900,13704,8,1713,-41370.62337662338,3,214.125,2.0,160.4786923525978,4,0.004084014002333722,5
140000,4484,4,1121,12681.428571428565,2,186.83333333333334,2.0,124.88849241748439,6,0.004456327985739751,7
171500,7674,6,1279,15229.877551020414,2,182.71428571428572,2.0,134.08913213448005,31,0.0046875,31
112000,7860,6,1310,-16225.300884955752,1,187.14285714285714,2.0,85.49618320610686,56,0.004576659038901602,82
149000,5088,6,848,-48965.773333333345,2,212.0,1.0,175.70754716981133,4,0.0035335689045936395,4
110000,6420,5,1284,-18225.300884955752,1,214.0,1.5,85.66978193146417,59,0.0038910505836575876,62
180500,10094,7,1442,-12354.506329113938,2,240.33333333333334,2.0,125.17337031900139,19,0.003465003465003465,19
143900,8480,5,1696,7106.864864864852,1,188.44444444444446,1.5,84.84669811320755,45,0.004714201532115498,45
141000,4400,4,1100,-4847.079999999987,1,157.14285714285714,1.0,128.1818181818182,48,0.005449591280653951,48
277000,14434,7,2062,90444.20338983051,2,257.75,2.5,134.33559650824444,18,0.0033931168201648087,19
145000,6552,6,1092,-847.0799999999872,2,156.0,1.0,132.78388278388277,44,0.0054894784995425435,44
98000,4320,5,864,-29318.571428571435,0,144.0,1.0,113.42592592592592,58,0.005780346820809248,83
186000,7272,6,1212,58681.428571428565,2,173.14285714285714,2.0,153.46534653465346,1,0.00494641384995878,1
252678,12964,7,1852,27298.16279069768,2,231.5,2.5,136.4352051835853,0,0.0037776578521316784,0
156000,4950,5,990,-41965.773333333345,2,165.0,1.0,157.57575757575756,11,0.005045408678102927,11
161750,8352,6,1392,-36215.773333333345,1,198.85714285714286,1.5,116.19971264367815,33,0.004307250538406317,33
134450,6180,5,1236,-11397.079999999987,1,176.57142857142858,1.0,108.77831715210355,10,0.004850444624090542,49
210000,10052,7,1436,12034.226666666655,2,159.55555555555554,2.0,146.23955431754874,4,0.0055671537926235215,4
107000,5312,4,1328,-21225.300884955752,1,147.55555555555554,1.0,80.57228915662651,56,0.006019563581640331,81
311500,13678,7,1954,100875.27450980392,2,217.11111111111111,1.5,159.41658137154556,2,0.004092071611253197,69
167240,8736,7,1248,-27630.882352941175,2,208.0,2.0,134.00641025641025,0,0.0040032025620496394,1
204900,10486,7,1498,6934.226666666655,2,249.66666666666666,2.0,136.78237650200268,0,0.00333555703802535,0
200000,13602,6,2267,7145.493670886062,2,251.88888888888889,2.5,88.2223202470225,7,0.003527336860670194,7
179900,9312,6,1552,-9150.068493150698,2,221.71428571428572,2.5,115.91494845360825,31,0.0038634900193174502,31
97000,3456,4,864,-48847.07999999999,2,172.8,1.0,112.26851851851852,38,0.004624277456647399,38
386250,23920,10,2392,69979.37662337662,3,265.77777777777777,2.0,161.4757525083612,6,0.003343083994985374,6
112000,6510,5,1302,7506.25,1,186.0,2.5,86.02150537634408,38,0.004604758250191865,38
290000,17640,7,2520,-24028.41025641025,3,252.0,2.5,115.07936507936508,12,0.0035700119000396666,12
106000,5922,6,987,1506.25,1,164.5,1.5,107.39614994934144,38,0.005060728744939271,38
125000,4560,5,912,-11793.135135135148,1,152.0,1.0,137.06140350877192,43,0.00547645125958379,43
192500,10885,7,1555,-2370.8823529411748,2,194.375,2.0,123.79421221864952,3,0.004498714652956298,4
148000,7164,6,1194,2152.920000000013,1,170.57142857142858,1.0,123.95309882747068,51,0.00502092050209205,51
403000,22352,8,2794,88971.58974358975,3,279.4,2.5,144.23765211166787,13,0.0032200357781753132,14
94500,5922,6,987,-9993.75,1,164.5,1.5,95.74468085106383,34,0.005060728744939271,34
128200,4470,5,894,-69765.77333333335,1,149.0,1.0,143.40044742729307,34,0.00558659217877095,34
216500,11760,6,1960,23645.493670886062,2,217.77777777777777,2.5,110.45918367346938,8,0.00407955124936257,8
89500,5922,6,987,-14993.75,1,164.5,1.5,90.67882472137791,37,0.005060728744939271,37
185500,9898,7,1414,-12465.773333333345,2,202.0,2.0,131.1881188118812,6,0.004240282685512367,6
194500,12208,7,1744,7944.203389830509,2,218.0,2.5,111.52522935779817,7,0.0040114613180515755,17
318000,13552,8,1694,1729.3766233766219,3,211.75,2.0,187.72136953955135,0,0.004129793510324484,0
113000,8922,6,1487,-14318.571428571435,1,185.875,1.5,75.99193006052455,60,0.004704301075268817,65
262500,12528,8,1566,37120.16279069768,2,195.75,2.0,167.62452107279694,2,0.004467134652201659,2
110500,4330,5,866,-17725.300884955752,0,173.2,1.0,127.59815242494226,10,0.00461361014994233,62
79000,7200,5,1440,-49225.30088495575,1,205.71428571428572,1.0,54.861111111111114,56,0.004163775156141568,106
120000,7302,6,1217,-66555.79661016949,1,173.85714285714286,1.5,98.60312243221036,29,0.0049261083743842365,29
205000,14770,7,2110,18444.20338983051,2,234.44444444444446,2.5,97.1563981042654,8,0.0037896731406916154,16
241500,13104,7,1872,52449.9315068493,2,267.42857142857144,2.0,129.00641025641025,18,0.003203416978109984,18
137000,11568,6,1928,8774.699115044248,1,192.8,2.0,71.05809128630706,56,0.004665629860031105,96
140000,8250,6,1375,-5847.079999999987,2,229.16666666666666,1.0,101.81818181818181,52,0.003633720930232558,52
180000,11676,7,1668,-17965.773333333345,2,185.33333333333334,2.5,107.9136690647482,4,0.004793289394847214,4
277000,12864,6,2144,64434.57142857142,2,268.0,2.0,129.19776119402985,1,0.0032634032634032634,49
76500,3918,3,1306,-48334.05172413793,0,186.57142857142858,1.0,58.575803981623274,44,0.0045906656465187455,70
235000,13000,8,1625,24375.274509803916,2,270.8333333333333,2.0,144.6153846153846,0,0.003075030750307503,1
173000,9840,6,1640,-13555.796610169491,2,234.28571428571428,2.5,105.48780487804878,4,0.003656307129798903,4
158000,7812,6,1302,12152.920000000013,1,162.75,2.0,121.35176651305683,16,0.005372217958557176,43
145000,6570,5,1314,-847.0799999999872,1,219.0,1.0,110.35007610350075,53,0.0038022813688212928,53
230000,16037,7,2291,37145.49367088606,2,254.55555555555554,2.5,100.39284155390659,7,0.0034904013961605585,7
207500,10368,6,1728,-17879.83720930232,2,216.0,2.5,120.08101851851852,5,0.004048582995951417,5
220000,11228,7,1604,22034.226666666655,2,178.22222222222223,2.5,137.1571072319202,3,0.004984423676012461,3
231500,12544,7,1792,33534.226666666655,2,224.0,2.5,129.18526785714286,7,0.0039040713887339654,7
97000,4410,5,882,-31225.300884955752,1,176.4,1.0,109.97732426303855,52,0.004530011325028313,52
176000,8292,6,1382,30152.920000000013,2,197.42857142857142,1.0,127.35166425470332,47,0.004338394793926247,47
276000,20592,8,2574,78034.22666666665,3,234.0,2.5,107.22610722610723,0,0.003883495145631068,0
151000,7272,6,1212,14206.864864864852,2,173.14285714285714,1.0,124.58745874587459,11,0.00494641384995878,29
130000,6580,5,1316,1774.6991150442482,2,188.0,1.0,98.78419452887537,9,0.004555808656036446,81
